                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 1.0065,                 2.4468,                 1.1449,                0.50018,                0.39736,                0.33328,                0.25802,                0.80085,                 3.8367,                0.99467,             6.6599e-05,             6.6599e-05,             6.6599e-05
                     24,                0.94982,                 2.3599,                  1.133,                0.50459,                0.40497,                0.35424,                 0.2712,                0.79998,                 3.3891,                0.99644,             6.4263e-05,             6.4263e-05,             6.4263e-05
                     25,                0.99128,                 2.3787,                 1.1031,                0.55007,                0.37727,                0.34609,                0.27106,                0.79471,                 3.3859,                0.99361,             6.1926e-05,             6.1926e-05,             6.1926e-05
                     26,                0.99908,                 2.3342,                 1.1604,                 0.5528,                0.39351,                0.36422,                0.27971,                0.79888,                 3.2892,                0.99169,              5.959e-05,              5.959e-05,              5.959e-05
                     27,                0.94226,                 2.3564,                 1.1284,                0.55054,                0.39566,                0.35905,                 0.2802,                0.79828,                 3.1997,                0.99146,             5.7254e-05,             5.7254e-05,             5.7254e-05
                     28,                0.95709,                 2.4305,                 1.1335,                0.54646,                0.38825,                0.36156,                0.28125,                0.79836,                 3.0462,                 0.9886,             5.4917e-05,             5.4917e-05,             5.4917e-05
                     29,                0.97163,                 2.4848,                 1.1463,                0.55686,                 0.3792,                 0.3773,                0.29369,                0.79381,                 3.0829,                0.98835,             5.2581e-05,             5.2581e-05,             5.2581e-05
                     30,                0.96489,                 2.2977,                   1.15,                0.59107,                0.37485,                0.36884,                0.28283,                0.79932,                  3.138,                0.99183,             5.0244e-05,             5.0244e-05,             5.0244e-05
                     31,                0.95985,                 2.3924,                 1.1436,                0.51218,                0.40027,                0.37695,                0.28709,                0.79688,                 3.2477,                0.99117,             4.7908e-05,             4.7908e-05,             4.7908e-05
                     32,                0.99043,                 2.4376,                 1.1415,                 0.5611,                0.37601,                0.38061,                0.29318,                0.78523,                 3.3032,                0.98715,             4.5572e-05,             4.5572e-05,             4.5572e-05
                     33,                0.97461,                 2.2643,                 1.1228,                0.57555,                0.37265,                 0.3682,                0.27998,                0.79287,                 3.3854,                0.98773,             4.3235e-05,             4.3235e-05,             4.3235e-05
                     34,                 1.0094,                  2.258,                 1.1307,                0.45721,                0.43889,                0.37662,                0.28782,                0.78339,                 3.5712,                0.98673,             4.0899e-05,             4.0899e-05,             4.0899e-05
                     35,                 1.0083,                 2.2144,                 1.1574,                0.50551,                 0.4068,                0.37485,                0.28843,                0.78174,                 3.4941,                0.98519,             3.8562e-05,             3.8562e-05,             3.8562e-05
                     36,                0.93329,                 2.2538,                 1.1142,                0.48802,                0.41446,                0.37752,                 0.2901,                 0.7853,                 3.4891,                0.98446,             3.6226e-05,             3.6226e-05,             3.6226e-05
                     37,                0.94494,                 2.2934,                 1.1256,                0.46064,                0.43091,                0.36995,                0.28569,                0.77997,                 3.4648,                0.98416,              3.389e-05,              3.389e-05,              3.389e-05
                     38,                0.97015,                 2.3048,                 1.1358,                0.43789,                0.43785,                0.36934,                0.28353,                0.78283,                 3.8072,                0.98461,             3.1553e-05,             3.1553e-05,             3.1553e-05
                     39,                 1.0511,                 2.4258,                 1.1865,                0.44245,                 0.4413,                0.37612,                 0.2917,                0.78254,                 3.4405,                0.98468,             2.9217e-05,             2.9217e-05,             2.9217e-05
                     40,                0.98387,                 2.3538,                 1.1287,                0.47802,                0.42952,                0.37378,                0.28848,                0.77853,                 3.4414,                0.98249,              2.688e-05,              2.688e-05,              2.688e-05
                     41,                0.95291,                 2.4469,                 1.0917,                 0.4669,                0.42624,                0.34581,                0.26646,                0.79659,                 4.8814,                0.98818,             2.4544e-05,             2.4544e-05,             2.4544e-05
                     42,                0.97662,                 2.6346,                 1.1031,                0.40296,                0.42173,                0.33407,                0.25849,                0.79859,                 4.9311,                0.99068,             2.2208e-05,             2.2208e-05,             2.2208e-05
                     43,                0.93565,                 2.4091,                 1.0845,                0.43665,                0.42939,                0.33936,                0.26444,                0.79473,                  4.726,                0.98893,             1.9871e-05,             1.9871e-05,             1.9871e-05
                     44,                0.98239,                 2.5525,                  1.105,                0.42829,                0.43879,                0.34836,                0.26811,                0.78966,                 4.8256,                0.98789,             1.7535e-05,             1.7535e-05,             1.7535e-05
                     45,                0.95046,                 2.4077,                 1.1164,                0.42092,                0.42374,                0.34958,                0.27174,                0.79597,                 4.5579,                0.99166,             1.5198e-05,             1.5198e-05,             1.5198e-05
                     46,                0.94121,                 2.4695,                  1.104,                0.45269,                0.42702,                0.35156,                0.27036,                0.80057,                 4.5659,                0.99146,             1.2862e-05,             1.2862e-05,             1.2862e-05
                     47,                 0.9685,                 2.4339,                 1.1293,                 0.4629,                0.42211,                0.37022,                0.28338,                0.79289,                 4.3269,                0.98881,             1.0526e-05,             1.0526e-05,             1.0526e-05
                     48,                0.94217,                  2.496,                 1.1058,                0.46888,                0.43038,                0.35264,                0.27282,                0.78464,                 4.6879,                0.98578,             8.1892e-06,             8.1892e-06,             8.1892e-06
                     49,                0.94928,                 2.4976,                 1.1003,                 0.4619,                0.43058,                0.35429,                0.27615,                 0.7873,                  4.398,                0.98495,             5.8528e-06,             5.8528e-06,             5.8528e-06
                     50,                0.95494,                 2.4841,                 1.1189,                0.46799,                0.42748,                0.35628,                0.27829,                  0.784,                  4.197,                0.98444,             3.5164e-06,             3.5164e-06,             3.5164e-06
